IDUNSPSC,descripcion_esp,descripcion_regional
40182203,Tubo de remate final de aluminio sin uniones,Tubos de aluminio sin uniones
40182204,Tubo multipuerto de aluminio sin uniones,Tubos de aluminio sin uniones
40182205,Tubo biselado de aluminio sin uniones,Tubos de aluminio sin uniones
40182206,Ensamblaje de tubos de aluminio sin uniones ,Tubos de aluminio sin uniones
40182301,Tubo doblado de acero sin uniones,Tubos de acero sin uniones
40182302,Tubo perforado de acero sin uniones,Tubos de acero sin uniones
40182303,Tubo de remate final de acero sin uniones,Tubos de acero sin uniones
40182304,Tubo multipuerto de acero sin uniones,Tubos de acero sin uniones
40182305,Tubo biselado de acero sin uniones,Tubos de acero sin uniones
40182306,Ensamblaje de tubos de acero sin uniones ,Tubos de acero sin uniones
40182401,Tubo doblado de acero inoxidable sin uniones,Tubos de acero inoxidable sin uniones
40182402,Tubo perforado de acero inoxidable sin uniones,Tubos de acero inoxidable sin uniones
40182403,Tubo de remate final de acero inoxidable sin uniones,Tubos de acero inoxidable sin uniones
40182404,Tubo multipuerto de acero inoxidable sin uniones,Tubos de acero inoxidable sin uniones
40182405,Tubo biselado de acero inoxidable sin uniones,Tubos de acero inoxidable sin uniones
40182406,Ensamblaje de tubos de acero inoxidable sin uniones ,Tubos de acero inoxidable sin uniones
40182501,Tubo doblado de cobre extruido,Tubos de cobre extruidos
40182502,Tubo perforado de cobre extruido,Tubos de cobre extruidos
40182503,Tubo de remate final de cobre extruido,Tubos de cobre extruidos
40182504,Tubo multipuerto de cobre extruido,Tubos de cobre extruidos
40182505,Tubo biselado de cobre extruido,Tubos de cobre extruidos
40182506,Ensamblaje de tubos de cobre extruido ,Tubos de cobre extruidos
40182601,Tubo doblado de latón extruida,Tubos de latón extruidos
40182602,Tubo perforado de latón extruida,Tubos de latón extruidos
40182603,Tubo de remate final de latón extruida,Tubos de latón extruidos
40182604,Tubo multipuerto de latón extruida,Tubos de latón extruidos
40182605,Tubo biselado de latón extruida,Tubos de latón extruidos
40182606,Ensamblaje de tubos de latón extruida ,Tubos de latón extruidos
40182701,Tubo doblado de aluminio extruido,Tubos de aluminio extruidos
40182702,Tubo perforado de aluminio extruido,Tubos de aluminio extruidos
40182703,Tubo de remate final de aluminio extruido,Tubos de aluminio extruidos
40182704,Tubo multipuerto de aluminio extruido,Tubos de aluminio extruidos
40182705,Tubo biselado de aluminio extruido,Tubos de aluminio extruidos
40182706,Ensamblaje de tubos de aluminio extruido ,Tubos de aluminio extruidos
40182707,Tubería cubierta de aluminio extruido,Tubos de aluminio extruidos
40182801,Tubo doblado de acero extruido,Tubos de acero extruidos
40182802,Tubo perforado de acero extruido,Tubos de acero extruidos
40182803,Tubo de remate final de acero extruido,Tubos de acero extruidos
40182804,Tubo multipuerto de acero extruido,Tubos de acero extruidos
40182805,Tubo biselado de acero extruido,Tubos de acero extruidos
40182806,Ensamblaje de tubos de acero extruido ,Tubos de acero extruidos
40182901,Tubo doblado de acero inoxidable extruido,Tubos de acero inoxidable extruidos
40182902,Tubo perforado de acero inoxidable extruido,Tubos de acero inoxidable extruidos
40182903,Tubo de remate final de acero inoxidable extruido,Tubos de acero inoxidable extruidos
40182904,Tubo multipuerto de acero inoxidable extruido,Tubos de acero inoxidable extruidos
40182905,Tubo biselado de acero inoxidable extruido,Tubos de acero inoxidable extruidos
40182906,Ensamblaje de tubos de acero inoxidable extruido ,Tubos de acero inoxidable extruidos
40183001,Tubería de caucho,Tuberías de caucho y plástico
40183002,Tubería de plástico pvc,Tuberías de caucho y plástico
40183003,Tubería de plástico cpvc,Tuberías de caucho y plástico
40183004,Tubería de plástico hdpe,Tuberías de caucho y plástico
40183005,Tubería de caucho de baja presión,Tuberías de caucho y plástico
40183006,Tubería termo contraíble,Tuberías de caucho y plástico
40183007,Tubería de espuma de caucho,Tuberías de caucho y plástico
40183008,Tubería de poliuretano pur,Tuberías de caucho y plástico
40183009,Tubería de manga trenzada,Tuberías de caucho y plástico
40183010,Tubería de alta presión con ensamblaje,Tuberías de caucho y plástico
40183101,Codo de tubo,Accesorios de tubos
40183102,“t” de tubo,Accesorios de tubos
40183103,Unión de tubo,Accesorios de tubos
40183104,Tapón de tubo,Accesorios de tubos
40183105,Boquilla de tubo,Accesorios de tubos
40183106,Pistón de tubo,Accesorios de tubos
40183107,Acople de tubo,Accesorios de tubos
40183108,Casquillo de tubo,Accesorios de tubos
40183109,Adaptador de tubo,Accesorios de tubos
40183110,Conector de tubo,Accesorios de tubos
40183111,Cruz de tubo,Accesorios de tubos
40183112,Reductor de tubo,Accesorios de tubos
41101502,Bolsas “stomachers”,Equipo y suministros para la mezcla, la dispersión y la homogeneización en laboratorio
41101503,Rociadores de laboratorio,Equipo y suministros para la mezcla, la dispersión y la homogeneización en laboratorio
41101505,Celdas de presión francesas,Equipo y suministros para la mezcla, la dispersión y la homogeneización en laboratorio
41101516,Homogeneizadores dobles,Equipo y suministros para la mezcla, la dispersión y la homogeneización en laboratorio
41101701,Molinos de laboratorio,Equipo de perforación, amoladura
41101702,Pilones y morteros,Equipo de perforación, amoladura
41101703,Moledoras de tejidos,Equipo de perforación, amoladura
41101709,Mezcladora de asfalto y concreto de laboratorio,Equipo de perforación, amoladura
41101801,Pistolas de electrones,Equipo de física de electrones y de estado sólido para laboratorio
41101803,Coulómetros,Equipo de física de electrones y de estado sólido para laboratorio
41101804,Electroscopios,Equipo de física de electrones y de estado sólido para laboratorio
41101805,Flujómetros,Equipo de física de electrones y de estado sólido para laboratorio
41101806,Magnetómetros,Equipo de física de electrones y de estado sólido para laboratorio
41101807,Aparatos de difracción de electrones,Equipo de física de electrones y de estado sólido para laboratorio
41101808,Aparatos de difracción de neutrones,Equipo de física de electrones y de estado sólido para laboratorio
41101809,Aparatos de difracción óptica,Equipo de física de electrones y de estado sólido para laboratorio
41101810,Difractómetros,Equipo de física de electrones y de estado sólido para laboratorio
41101811,Micro analizador de sondeo de electrones por rayos x,Equipo de física de electrones y de estado sólido para laboratorio
41101812,Acelerador de partículas,Equipo de física de electrones y de estado sólido para laboratorio
41101813,Controlador de equipos de rayos x de laboratorio,Equipo de física de electrones y de estado sólido para laboratorio
41101902,Aparatos de intercambio de iones,Equipo iónico de laboratorio
41101903,Equipos de implantación de iones,Equipo iónico de laboratorio
41102401,Quemadores de gas,Equipo de calefacción y secadores para laboratorio
41102402,Quemadores de alcohol,Equipo de calefacción y secadores para laboratorio
41102405,Revestimientos o cintas calentadoras,Equipo de calefacción y secadores para laboratorio
41102407,Gabinetes calentadores,Equipo de calefacción y secadores para laboratorio
41102410,Secadoras infrarrojas,Equipo de calefacción y secadores para laboratorio
41102412,Secadores de aire caliente,Equipo de calefacción y secadores para laboratorio
41102421,Cámaras de reciclaje de temperatura o recicladores térmicos,Equipo de calefacción y secadores para laboratorio
41102422,Baños secos o bloques calentadores,Equipo de calefacción y secadores para laboratorio
41102423,Hornillas eléctricas agitadoras,Equipo de calefacción y secadores para laboratorio
41102424,Calentadores de deslizamiento,Equipo de calefacción y secadores para laboratorio
41102425,Secadores de deslizamiento,Equipo de calefacción y secadores para laboratorio
41102426,Equipos o accesorios para calentar o secar,Equipo de calefacción y secadores para laboratorio
41102427,Torre secadora,Equipo de calefacción y secadores para laboratorio
41102428,Papel altamente absorbente,Equipo de calefacción y secadores para laboratorio
41102429,Sellador por calor de unidades de tubos de muestras de sangre ,Equipo de calefacción y secadores para laboratorio
41102501,Contenedores de insectos para laboratorio,Equipo entomológico para laboratorio y accesorios
41102502,Instalaciones de crianza para entomología,Equipo entomológico para laboratorio y accesorios
41102503,Textiles o redes para entomología,Equipo entomológico para laboratorio y accesorios
41102504,Equipo de entomología para clavar especímenes,Equipo entomológico para laboratorio y accesorios
41102505,Materiales de ensamblaje para entomología,Equipo entomológico para laboratorio y accesorios
41102506,Bandejas de entomología,Equipo entomológico para laboratorio y accesorios
41102507,Equipo para recolectar especímenes de entomología,Equipo entomológico para laboratorio y accesorios
41102509,Cucharones para entomología,Equipo entomológico para laboratorio y accesorios
41102510,Mono copas para entomología ,Equipo entomológico para laboratorio y accesorios
41102511,Trampas pegajosas para entomología,Equipo entomológico para laboratorio y accesorios
41102512,Kits de pruebas para insectos,Equipo entomológico para laboratorio y accesorios
41102513,Unidades de despliegue para entomología,Equipo entomológico para laboratorio y accesorios
41102601,Jaulas para animales pequeños para laboratorio,Equipo y accesorios para laboratorio animal
41102602,Equipo de acuarios,Equipo y accesorios para laboratorio animal
41102603,Suministros para identificación de animales,Equipo y accesorios para laboratorio animal
41102604,Dispositivos para atrapar animales,Equipo y accesorios para laboratorio animal
41102605,Sistemas de aireación de peces,Equipo y accesorios para laboratorio animal
41102607,Agujas para alimentar animales,Equipo y accesorios para laboratorio animal
41102608,Equipos para pruebas de animales,Equipo y accesorios para laboratorio animal
41102609,Pistola anestésica,Equipo y accesorios para laboratorio animal
41102701,Modelos de enrejados de cristal,Equipo de cristalografía
41102702,Ensamblajes de cristales centellantes,Equipo de cristalografía
41102703,Equipo de dispersión de luz,Equipo de cristalografía
41102704,Equipo de difracción de rayos x,Equipo de cristalografía
41102706,Equipo de crecimiento de cristal,Equipo de cristalografía
41102901,Estaciones de incrustación de tejidos,Equipo de histología
41102902,Moldes de incrustación,Equipo de histología
41102904,Compuestos de incrustación,Equipo de histología
41102905,Aparatos de teñido histológico,Equipo de histología
41102909,Procesadores de tejidos,Equipo de histología
41102910,Aparatos de cultivo de tejidos,Equipo de histología
41102911,Cuchillos o sujeta cuchillos o cuchillas histológicos,Equipo de histología
41102912,Cuchillos marcadores de vidrio histológicos,Equipo de histología
41102913,Afiladores o correas o compuestos histológicos,Equipo de histología
41102914,Desintegradores ultrasónicos,Equipo de histología
41102915,Estaciones de muestreo y disección histológica,Equipo de histología
41102916,Micrótomos,Equipo de histología
41102918,Forros deslizantes para laboratorio,Equipo de histología
41102919,Recicladores de solventes,Equipo de histología
41102920,Casetes para tejidos para histología,Equipo de histología
41102921,Parafina para histología,Equipo de histología
41102922,Equipo de forros deslizantes automatizado,Equipo de histología
41102923,Contador de celdas somático,Equipo de histología
41102924,Etiquetador de casetes de tejidos automatizado,Equipo de histología
41102926,Tolva de casetes de tejidos para histología,Equipo de histología
41102927,Implemento para procesar tejidos para histología,Equipo de histología
41103001,Sondas planas enfriadoras refrigeradas,Equipo de enfriamiento para laboratorio
41103003,Criostatos,Equipo de enfriamiento para laboratorio
41103004,Hornos de circulación por ventilador,Equipo de enfriamiento para laboratorio
41103005,Gabinetes o congeladores ultra fríos o ultra bajos independientes,Equipo de enfriamiento para laboratorio
41103006,Congeladores criogénicos o de nitrógeno líquido,Equipo de enfriamiento para laboratorio
41103012,Refrigeradores o neveras congeladores para almacenar material inflamable,Equipo de enfriamiento para laboratorio
41103013,Refrigeradores o neveras congeladores a prueba de explosiones,Equipo de enfriamiento para laboratorio
41103014,Refrigeradores de cromatografía,Equipo de enfriamiento para laboratorio
41103015,Congeladores para bancos de sangre,Equipo de enfriamiento para laboratorio
41103017,Congeladores para almacenar material inflamable,Equipo de enfriamiento para laboratorio
41103019,Congeladores para almacenar plasma,Equipo de enfriamiento para laboratorio
41103020,Congeladores de cofre ultra fríos o ultra bajos,Equipo de enfriamiento para laboratorio
41103021,Congeladores planos para laboratorio,Equipo de enfriamiento para laboratorio
41103022,Transporte o almacenamiento frío,Equipo de enfriamiento para laboratorio
41103024,Trampas frías,Equipo de enfriamiento para laboratorio
41103026,Cubeta de hielo o contenedor enfriador para mesa de trabajo,Equipo de enfriamiento para laboratorio
